id_campaign,dim_campaign_type,dim_region,dim_product,ds
56,email,US_CA,Product1,2022-01-07
57,facebook_ads,US_WA,Product1,2022-01-07
58,google_ads,US_WA,Product1,2022-01-07
59,other_ads,US_OR,Product1,2022-01-07
60,email,US_WA,Product1,2022-01-07
61,other_ads,US_WA,Product1,2022-01-07
62,facebook_ads,US_OR,Product1,2022-01-08
63,other_ads,US_OR,Product1,2022-01-08
64,facebook_ads,US_WA,Product1,2022-01-08
65,google_ads,US_WA,Product1,2022-01-08
66,other_ads,US_WA,Product1,2022-01-08
67,google_ads,US_WA,Product1,2022-01-08
68,google_ads,US_NY,Product1,2022-01-08
69,google_ads,US_OR,Product1,2022-01-08
70,google_ads,US_OR,Product1,2022-01-08
71,facebook_ads,US_NY,Product1,2022-01-08
72,google_ads,US_OR,Product1,2022-01-08
73,facebook_ads,US_OR,Product1,2022-01-08
74,email,US_OR,Product1,2022-01-08
75,other_ads,US_OR,Product1,2022-01-08
76,facebook_ads,US_WA,Product1,2022-01-09
77,other_ads,US_NY,Product1,2022-01-09
78,facebook_ads,US_WA,Product1,2022-01-09
79,google_ads,US_NY,Product1,2022-01-09
80,facebook_ads,US_NY,Product1,2022-01-09
81,google_ads,US_NY,Product1,2022-01-09
82,other_ads,US_WA,Product1,2022-01-09
83,email,US_OR,Product1,2022-01-09
84,google_ads,US_NY,Product1,2022-01-09
85,email,US_NY,Product1,2022-01-09
86,other_ads,US_CA,Product1,2022-01-09
87,facebook_ads,US_OR,Product1,2022-01-09
88,google_ads,US_CA,Product1,2022-01-09
89,other_ads,US_WA,Product1,2022-01-09
90,facebook_ads,US_OR,Product1,2022-01-09
91,other_ads,US_CA,Product1,2022-01-09
92,google_ads,US_CA,Product1,2022-01-09
93,google_ads,US_WA,Product1,2022-01-10
94,google_ads,US_WA,Product1,2022-01-10
95,google_ads,US_WA,Product1,2022-01-10
96,other_ads,US_OR,Product1,2022-01-10
97,facebook_ads,US_CA,Product1,2022-01-10
98,google_ads,US_NY,Product1,2022-01-10
99,other_ads,US_WA,Product1,2022-01-10
100,other_ads,US_WA,Product1,2022-01-11
101,facebook_ads,US_CA,Product1,2022-01-11
102,facebook_ads,US_CA,Product1,2022-01-11
103,other_ads,US_NY,Product1,2022-01-11
104,google_ads,US_NY,Product1,2022-01-11
105,other_ads,US_OR,Product1,2022-01-11
106,other_ads,US_OR,Product1,2022-01-11
107,other_ads,US_CA,Product1,2022-01-11
108,other_ads,US_WA,Product1,2022-01-11
109,email,US_OR,Product1,2022-01-11
110,email,US_WA,Product1,2022-01-12
111,google_ads,US_OR,Product1,2022-01-12
112,google_ads,US_OR,Product1,2022-01-12
113,google_ads,US_WA,Product1,2022-01-12
114,facebook_ads,US_CA,Product1,2022-01-12
115,email,US_CA,Product1,2022-01-12
116,facebook_ads,US_WA,Product1,2022-01-12
117,other_ads,US_CA,Product1,2022-01-12
118,email,US_WA,Product1,2022-01-12
119,facebook_ads,US_NY,Product1,2022-01-12
120,google_ads,US_CA,Product1,2022-01-12
121,facebook_ads,US_OR,Product1,2022-01-13
122,facebook_ads,US_OR,Product1,2022-01-13
123,google_ads,US_NY,Product1,2022-01-13
124,facebook_ads,US_WA,Product1,2022-01-13
125,email,US_WA,Product1,2022-01-13
126,other_ads,US_OR,Product1,2022-01-13
127,facebook_ads,US_NY,Product1,2022-01-13
128,facebook_ads,US_WA,Product1,2022-01-13
129,email,US_WA,Product1,2022-01-13
130,other_ads,US_NY,Product1,2022-01-13
131,email,US_WA,Product1,2022-01-13
132,google_ads,US_NY,Product1,2022-01-14
133,facebook_ads,US_WA,Product1,2022-01-14
134,email,US_CA,Product1,2022-01-14
135,email,US_CA,Product1,2022-01-14
136,email,US_OR,Product1,2022-01-14
137,google_ads,US_WA,Product1,2022-01-14
138,email,US_WA,Product1,2022-01-14
139,email,US_OR,Product1,2022-01-14
140,email,US_CA,Product1,2022-01-14
141,facebook_ads,US_OR,Product1,2022-01-15
142,facebook_ads,US_WA,Product1,2022-01-15
143,other_ads,US_WA,Product1,2022-01-15
144,email,US_WA,Product1,2022-01-15
145,facebook_ads,US_CA,Product1,2022-01-15
146,email,US_WA,Product1,2022-01-15
147,other_ads,US_WA,Product1,2022-01-15
148,facebook_ads,US_WA,Product1,2022-01-15
149,other_ads,US_NY,Product1,2022-01-15
150,other_ads,US_NY,Product1,2022-01-15
151,google_ads,US_OR,Product1,2022-01-15
152,google_ads,US_CA,Product1,2022-01-15
153,other_ads,US_OR,Product1,2022-01-15
154,facebook_ads,US_OR,Product1,2022-01-15
155,facebook_ads,US_NY,Product1,2022-01-15
156,facebook_ads,US_NY,Product1,2022-01-16
157,facebook_ads,US_OR,Product1,2022-01-16
158,google_ads,US_CA,Product1,2022-01-16
159,email,US_CA,Product1,2022-01-16
160,email,US_OR,Product1,2022-01-16
161,other_ads,US_NY,Product1,2022-01-16
162,email,US_OR,Product1,2022-01-16
163,other_ads,US_NY,Product1,2022-01-16
164,email,US_WA,Product1,2022-01-16
165,google_ads,US_CA,Product1,2022-01-16
166,other_ads,US_WA,Product1,2022-01-16
167,google_ads,US_CA,Product1,2022-01-16
168,other_ads,US_OR,Product1,2022-01-16
169,other_ads,US_CA,Product1,2022-01-16
170,other_ads,US_CA,Product1,2022-01-17
171,google_ads,US_OR,Product1,2022-01-17
172,google_ads,US_CA,Product1,2022-01-17
173,facebook_ads,US_OR,Product1,2022-01-17
174,other_ads,US_WA,Product1,2022-01-17
175,facebook_ads,US_OR,Product1,2022-01-17
176,email,US_WA,Product1,2022-01-17
177,email,US_CA,Product1,2022-01-17
178,facebook_ads,US_OR,Product1,2022-01-17
179,other_ads,US_NY,Product1,2022-01-17
180,other_ads,US_OR,Product1,2022-01-18
181,email,US_NY,Product1,2022-01-18
182,facebook_ads,US_NY,Product1,2022-01-18
183,facebook_ads,US_CA,Product1,2022-01-18
184,other_ads,US_NY,Product1,2022-01-18
185,google_ads,US_OR,Product1,2022-01-18
186,facebook_ads,US_WA,Product1,2022-01-18
187,facebook_ads,US_CA,Product1,2022-01-18
188,email,US_NY,Product1,2022-01-18
189,email,US_WA,Product1,2022-01-18
190,email,US_OR,Product1,2022-01-18
191,email,US_NY,Product1,2022-01-18
192,facebook_ads,US_OR,Product1,2022-01-18
193,email,US_WA,Product1,2022-01-18
194,other_ads,US_OR,Product1,2022-01-18
195,other_ads,US_OR,Product1,2022-01-18
196,google_ads,US_OR,Product1,2022-01-18
197,other_ads,US_WA,Product1,2022-01-19
198,email,US_OR,Product1,2022-01-19
199,facebook_ads,US_CA,Product1,2022-01-19
200,google_ads,US_OR,Product1,2022-01-19
201,google_ads,US_OR,Product1,2022-01-19
202,google_ads,US_OR,Product1,2022-01-19
203,email,US_NY,Product1,2022-01-19
204,other_ads,US_CA,Product1,2022-01-19
205,facebook_ads,US_CA,Product1,2022-01-19
206,other_ads,US_NY,Product1,2022-01-19
207,facebook_ads,US_NY,Product1,2022-01-19
208,google_ads,US_NY,Product1,2022-01-19
209,other_ads,US_CA,Product1,2022-01-19
210,google_ads,US_CA,Product1,2022-01-19
211,other_ads,US_NY,Product1,2022-01-19
212,facebook_ads,US_WA,Product1,2022-01-20
213,email,US_OR,Product1,2022-01-20
214,facebook_ads,US_CA,Product1,2022-01-20
215,other_ads,US_CA,Product1,2022-01-20
216,email,US_NY,Product1,2022-01-20
217,facebook_ads,US_WA,Product1,2022-01-20
218,email,US_OR,Product1,2022-01-20
219,facebook_ads,US_NY,Product1,2022-01-20
220,google_ads,US_WA,Product1,2022-01-20
221,facebook_ads,US_CA,Product1,2022-01-20
222,email,US_CA,Product1,2022-01-20
223,email,US_CA,Product1,2022-01-20
224,facebook_ads,US_WA,Product1,2022-01-20
225,email,US_NY,Product1,2022-01-20
226,other_ads,US_OR,Product1,2022-01-21
227,other_ads,US_WA,Product1,2022-01-21
228,facebook_ads,US_OR,Product1,2022-01-21
229,facebook_ads,US_WA,Product1,2022-01-21
230,other_ads,US_CA,Product1,2022-01-21
231,other_ads,US_NY,Product1,2022-01-21
232,facebook_ads,US_WA,Product1,2022-01-21
233,google_ads,US_CA,Product1,2022-01-21
234,google_ads,US_WA,Product1,2022-01-21
235,other_ads,US_CA,Product1,2022-01-21
236,google_ads,US_NY,Product1,2022-01-21
237,facebook_ads,US_WA,Product1,2022-01-21
238,email,US_NY,Product1,2022-01-21
239,google_ads,US_OR,Product1,2022-01-21
240,facebook_ads,US_OR,Product1,2022-01-21
241,other_ads,US_OR,Product1,2022-01-21
242,facebook_ads,US_OR,Product1,2022-01-21
243,other_ads,US_NY,Product1,2022-01-22
244,email,US_NY,Product1,2022-01-22
245,facebook_ads,US_CA,Product1,2022-01-22
246,email,US_WA,Product1,2022-01-22
247,other_ads,US_OR,Product1,2022-01-22
248,email,US_NY,Product1,2022-01-22
249,email,US_OR,Product1,2022-01-22
250,email,US_WA,Product1,2022-01-22
251,facebook_ads,US_NY,Product1,2022-01-22
252,email,US_NY,Product1,2022-01-22
253,email,US_WA,Product1,2022-01-22
254,email,US_CA,Product1,2022-01-22
255,other_ads,US_NY,Product1,2022-01-22
256,google_ads,US_NY,Product1,2022-01-22
257,google_ads,US_NY,Product1,2022-01-22
258,email,US_OR,Product1,2022-01-23
259,google_ads,US_OR,Product1,2022-01-23
260,email,US_OR,Product1,2022-01-23
261,email,US_OR,Product1,2022-01-23
262,google_ads,US_CA,Product1,2022-01-23
263,email,US_CA,Product1,2022-01-24
264,google_ads,US_NY,Product1,2022-01-24
265,email,US_WA,Product1,2022-01-24
266,email,US_WA,Product1,2022-01-24
267,google_ads,US_OR,Product1,2022-01-24
268,email,US_OR,Product1,2022-01-24
269,email,US_CA,Product1,2022-01-24
270,facebook_ads,US_NY,Product1,2022-01-24
271,google_ads,US_CA,Product1,2022-01-24
272,email,US_NY,Product1,2022-01-25
273,facebook_ads,US_CA,Product1,2022-01-25
274,other_ads,US_CA,Product1,2022-01-25
275,email,US_CA,Product1,2022-01-25
276,email,US_WA,Product1,2022-01-25
277,facebook_ads,US_WA,Product1,2022-01-25
278,facebook_ads,US_OR,Product1,2022-01-25
279,google_ads,US_CA,Product1,2022-01-25
280,facebook_ads,US_CA,Product1,2022-01-25
281,email,US_CA,Product1,2022-01-26
282,other_ads,US_NY,Product1,2022-01-26
283,google_ads,US_NY,Product1,2022-01-26
284,google_ads,US_CA,Product1,2022-01-26
285,email,US_CA,Product1,2022-01-26
286,email,US_NY,Product1,2022-01-26
287,other_ads,US_NY,Product1,2022-01-26
288,email,US_OR,Product1,2022-01-26
289,email,US_WA,Product1,2022-01-26
290,facebook_ads,US_CA,Product1,2022-01-26
291,google_ads,US_NY,Product1,2022-01-26
292,facebook_ads,US_CA,Product1,2022-01-27
293,other_ads,US_OR,Product1,2022-01-27
294,email,US_WA,Product1,2022-01-27
295,google_ads,US_CA,Product1,2022-01-27
296,facebook_ads,US_CA,Product1,2022-01-27
297,other_ads,US_CA,Product1,2022-01-27
298,facebook_ads,US_OR,Product1,2022-01-28
299,email,US_CA,Product1,2022-01-28
300,facebook_ads,US_WA,Product1,2022-01-28
301,other_ads,US_WA,Product1,2022-01-28
302,other_ads,US_OR,Product1,2022-01-28
303,google_ads,US_CA,Product1,2022-01-28
304,facebook_ads,US_OR,Product1,2022-01-28
305,google_ads,US_CA,Product1,2022-01-28
306,email,US_OR,Product1,2022-01-28
307,facebook_ads,US_NY,Product1,2022-01-28
308,facebook_ads,US_CA,Product1,2022-01-28
309,email,US_NY,Product1,2022-01-28
310,email,US_CA,Product1,2022-01-28
311,email,US_CA,Product1,2022-01-28
312,other_ads,US_CA,Product1,2022-01-28
313,facebook_ads,US_OR,Product1,2022-01-28
314,facebook_ads,US_WA,Product1,2022-01-29
315,other_ads,US_NY,Product1,2022-01-29
316,email,US_WA,Product1,2022-01-29
317,other_ads,US_OR,Product1,2022-01-29
318,email,US_OR,Product1,2022-01-29
319,facebook_ads,US_OR,Product1,2022-01-30
320,email,US_WA,Product1,2022-01-30
321,google_ads,US_NY,Product1,2022-01-30
322,facebook_ads,US_OR,Product1,2022-01-30
323,facebook_ads,US_WA,Product1,2022-01-30
324,facebook_ads,US_NY,Product1,2022-01-30
325,other_ads,US_OR,Product1,2022-01-30
326,google_ads,US_NY,Product1,2022-01-30
327,google_ads,US_OR,Product1,2022-01-30
328,other_ads,US_WA,Product1,2022-01-30
329,facebook_ads,US_OR,Product1,2022-01-30
330,other_ads,US_NY,Product1,2022-01-30
331,other_ads,US_OR,Product1,2022-01-31
332,other_ads,US_NY,Product1,2022-01-31
333,other_ads,US_WA,Product1,2022-01-31
334,facebook_ads,US_NY,Product1,2022-01-31
335,google_ads,US_WA,Product1,2022-01-31
336,google_ads,US_NY,Product1,2022-01-31
337,email,US_CA,Product1,2022-01-31
338,google_ads,US_NY,Product1,2022-01-31
339,email,US_OR,Product1,2022-01-31
340,other_ads,US_CA,Product1,2022-01-31
341,other_ads,US_OR,Product1,2022-01-31
342,facebook_ads,US_OR,Product1,2022-01-31
343,facebook_ads,US_CA,Product1,2022-01-31
344,other_ads,US_CA,Product1,2022-01-31
345,facebook_ads,US_OR,Product1,2022-02-01
346,facebook_ads,US_OR,Product1,2022-02-01
347,email,US_CA,Product1,2022-02-01
348,other_ads,US_WA,Product1,2022-02-01
349,email,US_OR,Product1,2022-02-01
350,email,US_WA,Product1,2022-02-01
351,facebook_ads,US_OR,Product1,2022-02-01
352,google_ads,US_WA,Product1,2022-02-01
353,google_ads,US_WA,Product1,2022-02-01
354,facebook_ads,US_OR,Product1,2022-02-01
355,email,US_CA,Product1,2022-02-01
356,google_ads,US_OR,Product1,2022-02-02
357,email,US_CA,Product1,2022-02-02
358,google_ads,US_OR,Product1,2022-02-02
359,other_ads,US_CA,Product1,2022-02-02
360,other_ads,US_OR,Product1,2022-02-02
361,other_ads,US_NY,Product1,2022-02-02
362,email,US_NY,Product1,2022-02-02
363,other_ads,US_OR,Product1,2022-02-02
364,email,US_NY,Product1,2022-02-02
365,other_ads,US_WA,Product1,2022-02-02
366,google_ads,US_CA,Product1,2022-02-02
367,facebook_ads,US_CA,Product1,2022-02-02
368,facebook_ads,US_WA,Product1,2022-02-02
369,email,US_NY,Product1,2022-02-02
370,facebook_ads,US_NY,Product1,2022-02-02
371,facebook_ads,US_CA,Product1,2022-02-02
372,email,US_OR,Product1,2022-02-02
373,email,US_OR,Product1,2022-02-03
374,other_ads,US_OR,Product1,2022-02-03
375,other_ads,US_CA,Product1,2022-02-03
376,other_ads,US_WA,Product1,2022-02-03
377,facebook_ads,US_NY,Product1,2022-02-03
378,other_ads,US_WA,Product1,2022-02-03
379,other_ads,US_CA,Product1,2022-02-03
380,other_ads,US_NY,Product1,2022-02-03
381,facebook_ads,US_NY,Product1,2022-02-03
382,email,US_NY,Product1,2022-02-03
383,other_ads,US_CA,Product1,2022-02-03
384,other_ads,US_WA,Product1,2022-02-03
385,facebook_ads,US_WA,Product1,2022-02-03
386,email,US_WA,Product1,2022-02-03
387,email,US_NY,Product1,2022-02-03
388,google_ads,US_NY,Product1,2022-02-03
389,other_ads,US_NY,Product1,2022-02-04
390,facebook_ads,US_OR,Product1,2022-02-04
391,google_ads,US_NY,Product1,2022-02-04
392,google_ads,US_OR,Product1,2022-02-04
393,other_ads,US_WA,Product1,2022-02-04
394,facebook_ads,US_CA,Product1,2022-02-04
395,email,US_WA,Product1,2022-02-04
396,email,US_CA,Product1,2022-02-04
397,facebook_ads,US_OR,Product1,2022-02-05
398,email,US_CA,Product1,2022-02-05
399,other_ads,US_WA,Product1,2022-02-05
400,email,US_WA,Product1,2022-02-05
401,facebook_ads,US_WA,Product1,2022-02-05
402,email,US_WA,Product1,2022-02-05
403,other_ads,US_WA,Product1,2022-02-05
404,email,US_WA,Product1,2022-02-05
405,facebook_ads,US_CA,Product1,2022-02-05
406,facebook_ads,US_OR,Product1,2022-02-05
407,email,US_CA,Product1,2022-02-05
408,facebook_ads,US_OR,Product1,2022-02-05
409,other_ads,US_OR,Product1,2022-02-06
410,other_ads,US_WA,Product1,2022-02-06
411,google_ads,US_WA,Product1,2022-02-06
412,facebook_ads,US_WA,Product1,2022-02-06
413,facebook_ads,US_NY,Product1,2022-02-06
414,facebook_ads,US_NY,Product1,2022-02-06
415,other_ads,US_OR,Product1,2022-02-06
416,other_ads,US_OR,Product1,2022-02-06
417,google_ads,US_CA,Product1,2022-02-06
418,email,US_WA,Product1,2022-02-06
419,email,US_CA,Product1,2022-02-06
420,email,US_NY,Product1,2022-02-06
421,google_ads,US_CA,Product1,2022-02-06
422,google_ads,US_NY,Product1,2022-02-07
423,other_ads,US_NY,Product1,2022-02-07
424,facebook_ads,US_OR,Product1,2022-02-07
425,google_ads,US_WA,Product1,2022-02-07
426,other_ads,US_CA,Product1,2022-02-07
427,facebook_ads,US_CA,Product1,2022-02-07
428,other_ads,US_OR,Product1,2022-02-07
429,email,US_NY,Product1,2022-02-07
430,facebook_ads,US_NY,Product1,2022-02-07
431,other_ads,US_OR,Product1,2022-02-07
432,email,US_OR,Product1,2022-02-08
433,other_ads,US_OR,Product1,2022-02-08
434,email,US_WA,Product1,2022-02-08
435,facebook_ads,US_NY,Product1,2022-02-08
436,facebook_ads,US_NY,Product1,2022-02-08
437,google_ads,US_WA,Product1,2022-02-08
438,email,US_WA,Product1,2022-02-08
439,email,US_OR,Product1,2022-02-08
440,other_ads,US_OR,Product1,2022-02-08
441,email,US_NY,Product1,2022-02-08
442,google_ads,US_OR,Product1,2022-02-08
443,other_ads,US_WA,Product1,2022-02-08
444,facebook_ads,US_NY,Product1,2022-02-09
445,facebook_ads,US_WA,Product1,2022-02-09
446,other_ads,US_WA,Product1,2022-02-09
447,other_ads,US_WA,Product1,2022-02-09
448,other_ads,US_CA,Product1,2022-02-09
449,other_ads,US_OR,Product1,2022-02-09
450,google_ads,US_OR,Product1,2022-02-09
451,other_ads,US_NY,Product1,2022-02-09
452,facebook_ads,US_CA,Product1,2022-02-09
453,google_ads,US_OR,Product1,2022-02-09
454,google_ads,US_OR,Product1,2022-02-09
455,facebook_ads,US_CA,Product1,2022-02-09
456,facebook_ads,US_NY,Product1,2022-02-09
457,email,US_CA,Product1,2022-02-09
458,email,US_WA,Product1,2022-02-09
459,google_ads,US_OR,Product1,2022-02-09
460,email,US_NY,Product1,2022-02-09
461,facebook_ads,US_WA,Product1,2022-02-09
462,google_ads,US_OR,Product1,2022-02-10
463,facebook_ads,US_OR,Product1,2022-02-10
464,other_ads,US_OR,Product1,2022-02-10
465,email,US_WA,Product1,2022-02-10
466,other_ads,US_WA,Product1,2022-02-10
467,email,US_NY,Product1,2022-02-10
468,facebook_ads,US_CA,Product1,2022-02-10
469,facebook_ads,US_CA,Product1,2022-02-10
470,google_ads,US_CA,Product1,2022-02-10
471,other_ads,US_OR,Product1,2022-02-10
472,google_ads,US_OR,Product1,2022-02-10
473,google_ads,US_NY,Product1,2022-02-10
474,other_ads,US_WA,Product1,2022-02-10
475,facebook_ads,US_WA,Product1,2022-02-10
476,email,US_NY,Product1,2022-02-10
477,email,US_CA,Product1,2022-02-10
478,email,US_OR,Product1,2022-02-11
479,other_ads,US_NY,Product1,2022-02-11
480,other_ads,US_OR,Product1,2022-02-11
481,facebook_ads,US_CA,Product1,2022-02-11
482,google_ads,US_WA,Product1,2022-02-11
483,other_ads,US_NY,Product1,2022-02-11
484,facebook_ads,US_CA,Product1,2022-02-11
485,google_ads,US_NY,Product1,2022-02-11
486,google_ads,US_NY,Product1,2022-02-11
487,email,US_WA,Product1,2022-02-11
488,google_ads,US_WA,Product1,2022-02-11
489,email,US_WA,Product1,2022-02-11
490,email,US_NY,Product1,2022-02-11
491,facebook_ads,US_WA,Product1,2022-02-11
492,other_ads,US_NY,Product1,2022-02-11
493,facebook_ads,US_NY,Product1,2022-02-12
494,facebook_ads,US_NY,Product1,2022-02-12
495,other_ads,US_CA,Product1,2022-02-12
496,facebook_ads,US_NY,Product1,2022-02-12
497,other_ads,US_OR,Product1,2022-02-12
498,google_ads,US_WA,Product1,2022-02-12
499,google_ads,US_NY,Product1,2022-02-12
500,email,US_CA,Product1,2022-02-12
501,facebook_ads,US_CA,Product1,2022-02-12
502,facebook_ads,US_CA,Product1,2022-02-13
503,facebook_ads,US_NY,Product1,2022-02-13
504,facebook_ads,US_CA,Product1,2022-02-13
505,other_ads,US_NY,Product1,2022-02-13
506,google_ads,US_NY,Product1,2022-02-13
507,email,US_WA,Product1,2022-02-13
508,facebook_ads,US_OR,Product1,2022-02-13
509,other_ads,US_OR,Product1,2022-02-13
510,other_ads,US_OR,Product1,2022-02-13
511,google_ads,US_CA,Product1,2022-02-13
512,email,US_OR,Product1,2022-02-13
513,facebook_ads,US_WA,Product1,2022-02-13
514,other_ads,US_WA,Product1,2022-02-13
515,other_ads,US_WA,Product1,2022-02-13
516,google_ads,US_NY,Product1,2022-02-14
517,facebook_ads,US_OR,Product1,2022-02-14
518,google_ads,US_NY,Product1,2022-02-14
519,other_ads,US_WA,Product1,2022-02-14
520,google_ads,US_NY,Product1,2022-02-14
521,email,US_WA,Product1,2022-02-14
522,email,US_WA,Product1,2022-02-15
523,google_ads,US_NY,Product1,2022-02-15
524,facebook_ads,US_NY,Product1,2022-02-15
525,email,US_WA,Product1,2022-02-15
526,facebook_ads,US_OR,Product1,2022-02-15
527,google_ads,US_OR,Product1,2022-02-15
528,facebook_ads,US_CA,Product1,2022-02-16
529,email,US_CA,Product1,2022-02-16
530,other_ads,US_WA,Product1,2022-02-16
531,email,US_NY,Product1,2022-02-16
532,google_ads,US_NY,Product1,2022-02-16
533,email,US_CA,Product1,2022-02-16
534,other_ads,US_NY,Product1,2022-02-16
535,facebook_ads,US_CA,Product1,2022-02-16
536,google_ads,US_NY,Product1,2022-02-16
537,google_ads,US_NY,Product1,2022-02-16
538,facebook_ads,US_NY,Product1,2022-02-16
539,email,US_WA,Product1,2022-02-16
540,other_ads,US_OR,Product1,2022-02-16
541,facebook_ads,US_CA,Product1,2022-02-16
542,google_ads,US_WA,Product1,2022-02-16
543,google_ads,US_NY,Product1,2022-02-16
544,google_ads,US_CA,Product1,2022-02-17
545,facebook_ads,US_CA,Product1,2022-02-17
546,email,US_NY,Product1,2022-02-17
547,email,US_CA,Product1,2022-02-17
548,facebook_ads,US_WA,Product1,2022-02-17
549,email,US_CA,Product1,2022-02-17
550,other_ads,US_CA,Product1,2022-02-17
551,other_ads,US_OR,Product1,2022-02-17
552,other_ads,US_NY,Product1,2022-02-17
553,other_ads,US_CA,Product1,2022-02-17
554,other_ads,US_CA,Product1,2022-02-18
555,email,US_CA,Product1,2022-02-18
556,facebook_ads,US_WA,Product1,2022-02-18
557,facebook_ads,US_OR,Product1,2022-02-18
558,facebook_ads,US_CA,Product1,2022-02-18
559,other_ads,US_WA,Product1,2022-02-18
560,google_ads,US_CA,Product1,2022-02-18
561,google_ads,US_OR,Product1,2022-02-18
562,other_ads,US_OR,Product1,2022-02-19
563,other_ads,US_WA,Product1,2022-02-19
564,google_ads,US_WA,Product1,2022-02-19
565,facebook_ads,US_WA,Product1,2022-02-19
566,google_ads,US_WA,Product1,2022-02-19
567,facebook_ads,US_CA,Product1,2022-02-19
568,facebook_ads,US_OR,Product1,2022-02-20
569,facebook_ads,US_CA,Product1,2022-02-20
570,facebook_ads,US_OR,Product1,2022-02-20
571,facebook_ads,US_CA,Product1,2022-02-20
572,email,US_CA,Product1,2022-02-20
573,google_ads,US_NY,Product1,2022-02-21
574,facebook_ads,US_NY,Product1,2022-02-21
575,email,US_OR,Product1,2022-02-21
576,other_ads,US_WA,Product1,2022-02-21
577,facebook_ads,US_OR,Product1,2022-02-21
578,facebook_ads,US_CA,Product1,2022-02-21
579,google_ads,US_NY,Product1,2022-02-21
580,google_ads,US_WA,Product1,2022-02-21
581,other_ads,US_OR,Product1,2022-02-21
582,google_ads,US_WA,Product1,2022-02-21
583,facebook_ads,US_OR,Product1,2022-02-21
584,google_ads,US_CA,Product1,2022-02-21
585,other_ads,US_NY,Product1,2022-02-21
586,google_ads,US_WA,Product1,2022-02-21
587,email,US_NY,Product1,2022-02-21
588,other_ads,US_NY,Product1,2022-02-21
589,email,US_WA,Product1,2022-02-22
590,other_ads,US_OR,Product1,2022-02-22
591,facebook_ads,US_OR,Product1,2022-02-22
592,email,US_CA,Product1,2022-02-22
593,google_ads,US_WA,Product1,2022-02-22
594,email,US_CA,Product1,2022-02-22
595,facebook_ads,US_OR,Product1,2022-02-22
596,email,US_NY,Product1,2022-02-22
597,google_ads,US_OR,Product1,2022-02-22
598,facebook_ads,US_WA,Product1,2022-02-23
599,email,US_NY,Product1,2022-02-23
600,google_ads,US_OR,Product1,2022-02-23
601,other_ads,US_OR,Product1,2022-02-23
602,facebook_ads,US_WA,Product1,2022-02-23
603,google_ads,US_NY,Product1,2022-02-24
604,email,US_CA,Product1,2022-02-24
605,other_ads,US_NY,Product1,2022-02-24
606,google_ads,US_OR,Product1,2022-02-24
607,email,US_WA,Product1,2022-02-24
608,other_ads,US_WA,Product1,2022-02-24
609,email,US_WA,Product1,2022-02-24
610,other_ads,US_OR,Product1,2022-02-24
611,email,US_WA,Product1,2022-02-25
612,other_ads,US_OR,Product1,2022-02-25
