dim_product,m_price,m_competing_price,dim_region,ds
Product1,88,88,US_NY,2022-04-28
Product1,88,88,US_NY,2022-04-29
Product1,88,88,US_NY,2022-04-30
Product1,88,88,US_NY,2022-05-01
Product1,88,88,US_NY,2022-05-02
Product1,88,88,US_NY,2022-05-03
Product1,88,88,US_NY,2022-05-04
Product1,88,88,US_NY,2022-05-05
Product1,88,88,US_NY,2022-05-06
Product1,88,88,US_NY,2022-05-07
Product1,88,88,US_NY,2022-05-08
Product1,88,88,US_NY,2022-05-09
Product1,88,88,US_NY,2022-05-10
Product1,88,88,US_NY,2022-05-11
Product1,88,88,US_NY,2022-05-12
Product1,88,88,US_NY,2022-05-13
Product1,88,88,US_NY,2022-05-14
Product1,88,88,US_NY,2022-05-15
Product1,88,88,US_NY,2022-05-16
Product1,88,88,US_NY,2022-05-17
Product1,88,88,US_NY,2022-05-18
Product1,88,88,US_NY,2022-05-19
Product1,88,88,US_NY,2022-05-20
Product1,88,88,US_NY,2022-05-21
Product1,88,88,US_NY,2022-05-22
Product1,88,88,US_NY,2022-05-23
Product1,88,88,US_NY,2022-05-24
Product1,88,88,US_NY,2022-05-25
Product1,88,88,US_NY,2022-05-26
Product1,88,88,US_NY,2022-05-27
Product1,88,88,US_NY,2022-05-28
Product1,88,88,US_NY,2022-05-29
Product1,88,88,US_NY,2022-05-30
Product1,88,88,US_NY,2022-05-31
Product1,88,88,US_NY,2022-06-01
Product1,88,88,US_NY,2022-06-02
Product1,88,88,US_NY,2022-06-03
Product1,88,88,US_NY,2022-06-04
Product1,88,88,US_NY,2022-06-05
Product1,88,88,US_NY,2022-06-06
Product1,88,88,US_NY,2022-06-07
Product1,88,88,US_NY,2022-06-08
Product1,88,88,US_NY,2022-06-09
Product1,88,88,US_NY,2022-06-10
Product1,88,88,US_NY,2022-06-11
Product1,88,88,US_NY,2022-06-12
Product1,88,88,US_NY,2022-06-13
Product1,88,88,US_NY,2022-06-14
Product1,88,88,US_NY,2022-06-15
Product1,88,88,US_NY,2022-06-16
Product1,88,88,US_NY,2022-06-17
Product1,88,88,US_NY,2022-06-18
Product1,88,88,US_NY,2022-06-19
Product1,88,88,US_NY,2022-06-20
Product1,88,88,US_NY,2022-06-21
Product1,88,88,US_NY,2022-06-22
Product1,88,88,US_NY,2022-06-23
Product1,88,88,US_NY,2022-06-24
Product1,88,88,US_NY,2022-06-25
Product1,88,88,US_NY,2022-06-26
Product1,88,88,US_NY,2022-06-27
Product1,88,88,US_NY,2022-06-28
Product1,88,88,US_NY,2022-06-29
Product2,67,67,US_WA,2022-01-01
Product2,67,67,US_WA,2022-01-02
Product2,67,67,US_WA,2022-01-03
Product2,67,67,US_WA,2022-01-04
Product2,67,67,US_WA,2022-01-05
Product2,67,67,US_WA,2022-01-06
Product2,67,67,US_WA,2022-01-07
Product2,67,67,US_WA,2022-01-08
Product2,67,67,US_WA,2022-01-09
Product2,67,67,US_WA,2022-01-10
Product2,67,67,US_WA,2022-01-11
Product2,67,67,US_WA,2022-01-12
Product2,67,67,US_WA,2022-01-13
Product2,67,67,US_WA,2022-01-14
Product2,67,67,US_WA,2022-01-15
Product2,67,67,US_WA,2022-01-16
Product2,67,67,US_WA,2022-01-17
Product2,67,67,US_WA,2022-01-18
Product2,67,67,US_WA,2022-01-19
Product2,67,67,US_WA,2022-01-20
Product2,67,67,US_WA,2022-01-21
Product2,67,67,US_WA,2022-01-22
Product2,67,67,US_WA,2022-01-23
Product2,67,67,US_WA,2022-01-24
Product2,67,67,US_WA,2022-01-25
Product2,67,67,US_WA,2022-01-26
Product2,67,67,US_WA,2022-01-27
Product2,67,67,US_WA,2022-01-28
Product2,67,67,US_WA,2022-01-29
Product2,67,67,US_WA,2022-01-30
Product2,67,67,US_WA,2022-01-31
Product2,67,67,US_WA,2022-02-01
Product2,67,67,US_WA,2022-02-02
Product2,67,67,US_WA,2022-02-03
Product2,67,67,US_WA,2022-02-04
Product2,67,67,US_WA,2022-02-05
Product2,67,67,US_WA,2022-02-06
Product2,67,67,US_WA,2022-02-07
Product2,67,67,US_WA,2022-02-08
Product2,67,67,US_WA,2022-02-09
Product2,67,67,US_WA,2022-02-10
Product2,67,67,US_WA,2022-02-11
Product2,67,67,US_WA,2022-02-12
Product2,67,67,US_WA,2022-02-13
Product2,67,67,US_WA,2022-02-14
Product2,67,67,US_WA,2022-02-15
Product2,67,67,US_WA,2022-02-16
Product2,67,67,US_WA,2022-02-17
Product2,67,67,US_WA,2022-02-18
Product2,67,67,US_WA,2022-02-19
Product2,67,67,US_WA,2022-02-20
Product2,67,67,US_WA,2022-02-21
Product2,67,67,US_WA,2022-02-22
Product2,67,67,US_WA,2022-02-23
Product2,67,67,US_WA,2022-02-24
Product2,67,67,US_WA,2022-02-25
Product2,67,67,US_WA,2022-02-26
Product2,67,67,US_WA,2022-02-27
Product2,67,67,US_WA,2022-02-28
Product2,67,67,US_WA,2022-03-01
Product2,67,67,US_WA,2022-03-02
Product2,67,67,US_WA,2022-03-03
Product2,67,67,US_WA,2022-03-04
Product2,67,67,US_WA,2022-03-05
Product2,67,67,US_WA,2022-03-06
Product2,67,67,US_WA,2022-03-07
Product2,67,67,US_WA,2022-03-08
Product2,67,67,US_WA,2022-03-09
Product2,67,67,US_WA,2022-03-10
Product2,67,67,US_WA,2022-03-11
Product2,67,67,US_WA,2022-03-12
Product2,67,67,US_WA,2022-03-13
Product2,67,67,US_WA,2022-03-14
Product2,67,67,US_WA,2022-03-15
Product2,67,67,US_WA,2022-03-16
Product2,67,67,US_WA,2022-03-17
Product2,67,67,US_WA,2022-03-18
Product2,67,67,US_WA,2022-03-19
Product2,67,67,US_WA,2022-03-20
Product2,67,67,US_WA,2022-03-21
Product2,67,67,US_WA,2022-03-22
Product2,67,67,US_WA,2022-03-23
Product2,67,67,US_WA,2022-03-24
Product2,67,67,US_WA,2022-03-25
Product2,67,67,US_WA,2022-03-26
Product2,67,67,US_WA,2022-03-27
Product2,67,67,US_WA,2022-03-28
Product2,67,67,US_WA,2022-03-29
Product2,67,67,US_WA,2022-03-30
Product2,67,67,US_WA,2022-03-31
Product2,67,67,US_WA,2022-04-01
Product2,67,67,US_WA,2022-04-02
Product2,67,67,US_WA,2022-04-03
Product2,67,67,US_WA,2022-04-04
Product2,67,67,US_WA,2022-04-05
Product2,67,67,US_WA,2022-04-06
Product2,67,67,US_WA,2022-04-07
Product2,67,67,US_WA,2022-04-08
Product2,67,67,US_WA,2022-04-09
Product2,67,67,US_WA,2022-04-10
Product2,67,67,US_WA,2022-04-11
Product2,67,67,US_WA,2022-04-12
Product2,67,67,US_WA,2022-04-13
Product2,67,67,US_WA,2022-04-14
Product2,67,67,US_WA,2022-04-15
Product2,67,67,US_WA,2022-04-16
Product2,67,67,US_WA,2022-04-17
Product2,67,67,US_WA,2022-04-18
Product2,67,67,US_WA,2022-04-19
Product2,67,67,US_WA,2022-04-20
Product2,67,67,US_WA,2022-04-21
Product2,67,67,US_WA,2022-04-22
Product2,67,67,US_WA,2022-04-23
Product2,67,67,US_WA,2022-04-24
Product2,67,67,US_WA,2022-04-25
Product2,67,67,US_WA,2022-04-26
Product2,67,67,US_WA,2022-04-27
Product2,67,67,US_WA,2022-04-28
Product2,67,67,US_WA,2022-04-29
Product2,67,67,US_WA,2022-04-30
Product2,67,67,US_WA,2022-05-01
Product2,67,67,US_WA,2022-05-02
Product2,67,67,US_WA,2022-05-03
Product2,67,67,US_WA,2022-05-04
Product2,67,67,US_WA,2022-05-05
Product2,67,67,US_WA,2022-05-06
Product2,67,67,US_WA,2022-05-07
Product2,67,67,US_WA,2022-05-08
Product2,67,67,US_WA,2022-05-09
Product2,67,67,US_WA,2022-05-10
Product2,67,67,US_WA,2022-05-11
Product2,67,67,US_WA,2022-05-12
Product2,67,67,US_WA,2022-05-13
Product2,67,67,US_WA,2022-05-14
Product2,67,67,US_WA,2022-05-15
Product2,67,67,US_WA,2022-05-16
Product2,67,67,US_WA,2022-05-17
Product2,67,67,US_WA,2022-05-18
Product2,67,67,US_WA,2022-05-19
Product2,67,67,US_WA,2022-05-20
Product2,67,67,US_WA,2022-05-21
Product2,67,67,US_WA,2022-05-22
Product2,67,67,US_WA,2022-05-23
Product2,67,67,US_WA,2022-05-24
Product2,67,67,US_WA,2022-05-25
Product2,67,67,US_WA,2022-05-26
Product2,67,67,US_WA,2022-05-27
Product2,67,67,US_WA,2022-05-28
Product2,67,67,US_WA,2022-05-29
Product2,67,67,US_WA,2022-05-30
Product2,67,67,US_WA,2022-05-31
Product2,67,67,US_WA,2022-06-01
Product2,67,67,US_WA,2022-06-02
Product2,67,67,US_WA,2022-06-03
Product2,67,67,US_WA,2022-06-04
Product2,67,67,US_WA,2022-06-05
Product2,67,67,US_WA,2022-06-06
Product2,67,67,US_WA,2022-06-07
Product2,67,67,US_WA,2022-06-08
Product2,67,67,US_WA,2022-06-09
Product2,67,67,US_WA,2022-06-10
Product2,67,67,US_WA,2022-06-11
Product2,67,67,US_WA,2022-06-12
Product2,67,67,US_WA,2022-06-13
Product2,67,67,US_WA,2022-06-14
Product2,67,67,US_WA,2022-06-15
Product2,67,67,US_WA,2022-06-16
Product2,67,67,US_WA,2022-06-17
Product2,67,67,US_WA,2022-06-18
Product2,67,67,US_WA,2022-06-19
Product2,67,67,US_WA,2022-06-20
Product2,67,67,US_WA,2022-06-21
Product2,67,67,US_WA,2022-06-22
Product2,67,67,US_WA,2022-06-23
Product2,67,67,US_WA,2022-06-24
Product2,67,67,US_WA,2022-06-25
Product2,67,67,US_WA,2022-06-26
Product2,67,67,US_WA,2022-06-27
Product2,67,67,US_WA,2022-06-28
Product2,67,67,US_WA,2022-06-29
Product3,80,78.4,US_CA,2022-01-01
Product3,80,76.83200000000001,US_CA,2022-01-02
Product3,80,75.29536,US_CA,2022-01-03
Product3,80,73.7894528,US_CA,2022-01-04
Product3,80,72.31366374400001,US_CA,2022-01-05
Product3,80,70.86739046912001,US_CA,2022-01-06
Product3,80,69.4500426597376,US_CA,2022-01-07
Product3,80,68.06104180654285,US_CA,2022-01-08
Product3,80,66.69982097041199,US_CA,2022-01-09
Product3,80,65.36582455100375,US_CA,2022-01-10
Product3,80,64.05850805998368,US_CA,2022-01-11
Product3,80,62.777337898784005,US_CA,2022-01-12
Product3,80,61.521791140808325,US_CA,2022-01-13
Product3,80,60.291355317992156,US_CA,2022-01-14
Product3,80,59.085528211632315,US_CA,2022-01-15
Product3,80,57.90381764739967,US_CA,2022-01-16
Product3,80,56.745741294451676,US_CA,2022-01-17
Product3,80,55.61082646856264,US_CA,2022-01-18
Product3,80,54.49860993919139,US_CA,2022-01-19
Product3,80,53.40863774040756,US_CA,2022-01-20
Product3,80,52.34046498559941,US_CA,2022-01-21
Product3,80,51.29365568588742,US_CA,2022-01-22
Product3,80,50.26778257216967,US_CA,2022-01-23
Product3,80,49.26242692072628,US_CA,2022-01-24
Product3,80,48.27717838231175,US_CA,2022-01-25
Product3,80,47.31163481466552,US_CA,2022-01-26
Product3,80,46.36540211837221,US_CA,2022-01-27
Product3,80,45.43809407600477,US_CA,2022-01-28
Product3,80,44.529332194484674,US_CA,2022-01-29
Product3,80,43.63874555059498,US_CA,2022-01-30
Product3,80,42.76597063958308,US_CA,2022-01-31
Product3,80,41.910651226791416,US_CA,2022-02-01
Product3,80,41.07243820225558,US_CA,2022-02-02
Product3,80,40.25098943821047,US_CA,2022-02-03
Product3,80,39.445969649446255,US_CA,2022-02-04
Product3,80,38.65705025645733,US_CA,2022-02-05
Product3,80,37.883909251328184,US_CA,2022-02-06
Product3,80,37.12623106630162,US_CA,2022-02-07
Product3,80,36.38370644497559,US_CA,2022-02-08
Product3,80,35.65603231607607,US_CA,2022-02-09
Product3,80,34.94291166975455,US_CA,2022-02-10
Product3,80,34.24405343635946,US_CA,2022-02-11
Product3,80,33.55917236763227,US_CA,2022-02-12
Product3,80,32.887988920279625,US_CA,2022-02-13
Product3,80,32.230229141874034,US_CA,2022-02-14
Product3,80,31.585624559036553,US_CA,2022-02-15
Product3,80,30.95391206785582,US_CA,2022-02-16
Product3,80,30.334833826498706,US_CA,2022-02-17
Product3,80,29.72813714996873,US_CA,2022-02-18
Product3,80,29.133574406969355,US_CA,2022-02-19
Product3,80,28.55090291882997,US_CA,2022-02-20
Product3,80,27.97988486045337,US_CA,2022-02-21
Product3,80,27.420287163244303,US_CA,2022-02-22
Product3,80,26.871881419979417,US_CA,2022-02-23
Product3,80,26.33444379157983,US_CA,2022-02-24
Product3,80,25.807754915748234,US_CA,2022-02-25
Product3,80,25.29159981743327,US_CA,2022-02-26
Product3,80,24.785767821084605,US_CA,2022-02-27
Product3,80,24.290052464662914,US_CA,2022-02-28
Product3,80,23.804251415369656,US_CA,2022-03-01
Product3,80,23.32816638706226,US_CA,2022-03-02
Product3,80,22.861603059321016,US_CA,2022-03-03
Product3,80,22.404370998134596,US_CA,2022-03-04
Product3,80,21.956283578171902,US_CA,2022-03-05
Product3,80,21.517157906608464,US_CA,2022-03-06
Product3,80,21.086814748476293,US_CA,2022-03-07
Product3,80,20.665078453506766,US_CA,2022-03-08
Product3,80,20.25177688443663,US_CA,2022-03-09
Product3,80,19.846741346747898,US_CA,2022-03-10
Product3,80,19.449806519812938,US_CA,2022-03-11
Product3,80,19.06081038941668,US_CA,2022-03-12
Product3,80,18.679594181628346,US_CA,2022-03-13
Product3,80,18.30600229799578,US_CA,2022-03-14
Product3,80,17.93988225203586,US_CA,2022-03-15
Product3,80,17.581084606995145,US_CA,2022-03-16
Product3,80,17.22946291485524,US_CA,2022-03-17
Product3,80,16.884873656558135,US_CA,2022-03-18
Product3,80,16.547176183426973,US_CA,2022-03-19
Product3,80,16.216232659758433,US_CA,2022-03-20
Product3,80,15.891908006563263,US_CA,2022-03-21
Product3,80,15.574069846431998,US_CA,2022-03-22
Product3,80,15.262588449503358,US_CA,2022-03-23
Product3,80,14.95733668051329,US_CA,2022-03-24
Product3,80,14.658189946903024,US_CA,2022-03-25
Product3,80,14.365026147964963,US_CA,2022-03-26
Product3,80,14.077725625005664,US_CA,2022-03-27
Product3,80,13.79617111250555,US_CA,2022-03-28
Product3,80,13.52024769025544,US_CA,2022-03-29
Product3,80,13.249842736450331,US_CA,2022-03-30
Product3,80,12.984845881721323,US_CA,2022-03-31
Product3,80,12.725148964086896,US_CA,2022-04-01
Product3,80,12.470645984805158,US_CA,2022-04-02
Product3,80,12.221233065109054,US_CA,2022-04-03
Product3,80,11.976808403806873,US_CA,2022-04-04
Product3,80,11.737272235730735,US_CA,2022-04-05
Product3,80,11.50252679101612,US_CA,2022-04-06
Product3,80,11.272476255195798,US_CA,2022-04-07
Product3,80,11.047026730091881,US_CA,2022-04-08
Product3,80,10.826086195490044,US_CA,2022-04-09
Product3,80,10.609564471580242,US_CA,2022-04-10
Product3,80,10.397373182148637,US_CA,2022-04-11
Product3,80,10.189425718505664,US_CA,2022-04-12
Product3,80,9.98563720413555,US_CA,2022-04-13
Product3,80,9.785924460052838,US_CA,2022-04-14
Product3,80,9.59020597085178,US_CA,2022-04-15
Product3,80,9.398401851434745,US_CA,2022-04-16
Product3,80,9.21043381440605,US_CA,2022-04-17
Product3,80,9.02622513811793,US_CA,2022-04-18
Product3,80,8.845700635355572,US_CA,2022-04-19
Product3,80,8.66878662264846,US_CA,2022-04-20
Product3,80,8.49541089019549,US_CA,2022-04-21
Product3,80,8.32550267239158,US_CA,2022-04-22
Product3,80,8.15899261894375,US_CA,2022-04-23
Product3,80,7.995812766564874,US_CA,2022-04-24
Product3,80,7.835896511233576,US_CA,2022-04-25
Product3,80,7.679178581008904,US_CA,2022-04-26
Product3,80,7.525595009388726,US_CA,2022-04-27
Product3,80,7.3750831092009514,US_CA,2022-04-28
Product3,80,7.227581447016933,US_CA,2022-04-29
Product3,80,7.083029818076594,US_CA,2022-04-30
Product3,80,6.941369221715062,US_CA,2022-05-01
Product3,80,6.802541837280761,US_CA,2022-05-02
Product3,80,6.666491000535146,US_CA,2022-05-03
Product3,80,6.533161180524443,US_CA,2022-05-04
Product3,80,6.402497956913955,US_CA,2022-05-05
Product3,80,6.274447997775676,US_CA,2022-05-06
Product3,80,6.148959037820162,US_CA,2022-05-07
Product3,80,6.025979857063758,US_CA,2022-05-08
Product3,80,5.905460259922483,US_CA,2022-05-09
Product3,80,5.787351054724033,US_CA,2022-05-10
Product3,80,5.671604033629553,US_CA,2022-05-11
Product3,80,5.558171952956962,US_CA,2022-05-12
Product3,80,5.447008513897822,US_CA,2022-05-13
Product3,80,5.338068343619866,US_CA,2022-05-14
Product3,80,5.231306976747469,US_CA,2022-05-15
Product3,80,5.126680837212519,US_CA,2022-05-16
Product3,80,5.024147220468269,US_CA,2022-05-17
Product3,80,4.923664276058903,US_CA,2022-05-18
Product3,80,4.825190990537725,US_CA,2022-05-19
Product3,80,4.72868717072697,US_CA,2022-05-20
Product3,80,4.634113427312431,US_CA,2022-05-21
Product3,80,4.541431158766183,US_CA,2022-05-22
Product3,80,4.450602535590859,US_CA,2022-05-23
Product3,80,4.361590484879041,US_CA,2022-05-24
Product3,80,4.27435867518146,US_CA,2022-05-25
Product3,80,4.1888715016778315,US_CA,2022-05-26
Product3,80,4.105094071644275,US_CA,2022-05-27
Product3,80,4.022992190211389,US_CA,2022-05-28
Product3,80,3.9425323464071615,US_CA,2022-05-29
Product3,80,3.8636816994790184,US_CA,2022-05-30
Product3,80,3.786408065489438,US_CA,2022-05-31
Product3,80,3.710679904179649,US_CA,2022-06-01
Product3,80,3.636466306096056,US_CA,2022-06-02
Product3,80,3.5637369799741347,US_CA,2022-06-03
Product3,80,3.492462240374652,US_CA,2022-06-04
Product3,80,3.422612995567159,US_CA,2022-06-05
Product3,80,3.3541607356558156,US_CA,2022-06-06
Product3,80,3.2870775209426992,US_CA,2022-06-07
Product3,80,3.221335970523845,US_CA,2022-06-08
Product3,80,3.156909251113368,US_CA,2022-06-09
Product3,80,3.093771066091101,US_CA,2022-06-10
Product3,80,3.031895644769279,US_CA,2022-06-11
Product3,80,2.971257731873893,US_CA,2022-06-12
Product3,80,2.911832577236415,US_CA,2022-06-13
Product3,80,2.8535959256916867,US_CA,2022-06-14
Product3,80,2.7965240071778528,US_CA,2022-06-15
Product3,80,2.740593527034296,US_CA,2022-06-16
Product3,80,2.6857816564936097,US_CA,2022-06-17
Product3,80,2.6320660233637376,US_CA,2022-06-18
Product3,80,2.5794247028964628,US_CA,2022-06-19
Product3,80,2.5278362088385333,US_CA,2022-06-20
Product3,80,2.4772794846617625,US_CA,2022-06-21
Product3,80,2.427733894968527,US_CA,2022-06-22
Product3,80,2.3791792170691566,US_CA,2022-06-23
Product3,80,2.3315956327277734,US_CA,2022-06-24
Product3,80,2.284963720073218,US_CA,2022-06-25
Product3,80,2.239264445671753,US_CA,2022-06-26
Product3,80,2.194479156758318,US_CA,2022-06-27
Product3,80,2.1505895736231517,US_CA,2022-06-28
Product3,80,2.1075777821506887,US_CA,2022-06-29
Product4,40,39.2,US_OR,2022-01-01
Product4,40,38.416000000000004,US_OR,2022-01-02
Product4,40,37.64768,US_OR,2022-01-03
Product4,40,36.8947264,US_OR,2022-01-04
Product4,40,36.156831872000005,US_OR,2022-01-05
Product4,40,35.433695234560005,US_OR,2022-01-06
Product4,40,34.7250213298688,US_OR,2022-01-07
Product4,40,34.03052090327142,US_OR,2022-01-08
Product4,40,33.349910485205996,US_OR,2022-01-09
Product4,40,32.68291227550188,US_OR,2022-01-10
Product4,40,32.02925402999184,US_OR,2022-01-11
Product4,40,31.388668949392002,US_OR,2022-01-12
Product4,40,30.760895570404163,US_OR,2022-01-13
Product4,40,30.145677658996078,US_OR,2022-01-14
Product4,40,29.542764105816158,US_OR,2022-01-15
Product4,40,28.951908823699835,US_OR,2022-01-16
Product4,40,28.372870647225838,US_OR,2022-01-17
Product4,40,27.80541323428132,US_OR,2022-01-18
Product4,40,27.249304969595695,US_OR,2022-01-19
Product4,40,26.70431887020378,US_OR,2022-01-20
Product4,40,26.170232492799705,US_OR,2022-01-21
Product4,40,25.64682784294371,US_OR,2022-01-22
Product4,40,25.133891286084836,US_OR,2022-01-23
Product4,40,24.63121346036314,US_OR,2022-01-24
Product4,40,24.138589191155877,US_OR,2022-01-25
Product4,40,23.65581740733276,US_OR,2022-01-26
Product4,40,23.182701059186105,US_OR,2022-01-27
Product4,40,22.719047038002383,US_OR,2022-01-28
Product4,40,22.264666097242337,US_OR,2022-01-29
Product4,40,21.81937277529749,US_OR,2022-01-30
Product4,40,21.38298531979154,US_OR,2022-01-31
Product4,40,20.955325613395708,US_OR,2022-02-01
Product4,40,20.53621910112779,US_OR,2022-02-02
Product4,40,20.125494719105234,US_OR,2022-02-03
Product4,40,19.722984824723127,US_OR,2022-02-04
Product4,40,19.328525128228666,US_OR,2022-02-05
Product4,40,18.941954625664092,US_OR,2022-02-06
Product4,40,18.56311553315081,US_OR,2022-02-07
Product4,40,18.191853222487794,US_OR,2022-02-08
Product4,40,17.828016158038036,US_OR,2022-02-09
Product4,40,17.471455834877275,US_OR,2022-02-10
Product4,40,17.12202671817973,US_OR,2022-02-11
Product4,40,16.779586183816136,US_OR,2022-02-12
Product4,40,16.443994460139812,US_OR,2022-02-13
Product4,40,16.115114570937017,US_OR,2022-02-14
Product4,40,15.792812279518277,US_OR,2022-02-15
Product4,40,15.47695603392791,US_OR,2022-02-16
Product4,40,15.167416913249353,US_OR,2022-02-17
Product4,40,14.864068574984366,US_OR,2022-02-18
Product4,40,14.566787203484678,US_OR,2022-02-19
Product4,40,14.275451459414985,US_OR,2022-02-20
Product4,40,13.989942430226685,US_OR,2022-02-21
Product4,40,13.710143581622152,US_OR,2022-02-22
Product4,40,13.435940709989708,US_OR,2022-02-23
Product4,40,13.167221895789915,US_OR,2022-02-24
Product4,40,12.903877457874117,US_OR,2022-02-25
Product4,40,12.645799908716635,US_OR,2022-02-26
Product4,40,12.392883910542302,US_OR,2022-02-27
Product4,40,12.145026232331457,US_OR,2022-02-28
Product4,40,11.902125707684828,US_OR,2022-03-01
Product4,40,11.66408319353113,US_OR,2022-03-02
Product4,40,11.430801529660508,US_OR,2022-03-03
Product4,40,11.202185499067298,US_OR,2022-03-04
Product4,40,10.978141789085951,US_OR,2022-03-05
Product4,40,10.758578953304232,US_OR,2022-03-06
Product4,40,10.543407374238146,US_OR,2022-03-07
Product4,40,10.332539226753383,US_OR,2022-03-08
Product4,40,10.125888442218315,US_OR,2022-03-09
Product4,40,9.923370673373949,US_OR,2022-03-10
Product4,40,9.724903259906469,US_OR,2022-03-11
Product4,40,9.53040519470834,US_OR,2022-03-12
Product4,40,9.339797090814173,US_OR,2022-03-13
Product4,40,9.15300114899789,US_OR,2022-03-14
Product4,40,8.96994112601793,US_OR,2022-03-15
Product4,40,8.790542303497572,US_OR,2022-03-16
Product4,40,8.61473145742762,US_OR,2022-03-17
Product4,40,8.442436828279067,US_OR,2022-03-18
Product4,40,8.273588091713487,US_OR,2022-03-19
Product4,40,8.108116329879216,US_OR,2022-03-20
