id_sales,id_customer,sales_rep,dim_product,dim_region,m_amount,ds
40,9215,Raj,Product1,US_CA,88,2022-01-05
41,2937,Raj,Product1,US_OR,88,2022-01-05
42,9354,Sam,Product1,US_WA,88,2022-01-05
43,9553,Raj,Product1,US_WA,88,2022-01-05
44,183,Nancy,Product1,US_WA,88,2022-01-05
45,6553,Raj,Product1,US_NY,88,2022-01-05
46,8043,Nancy,Product1,US_WA,88,2022-01-05
47,7186,Paul,Product1,US_OR,88,2022-01-05
48,8318,David,Product1,US_CA,88,2022-01-05
49,6273,Raj,Product1,US_WA,88,2022-01-05
50,4020,Nancy,Product1,US_NY,88,2022-01-05
51,879,Sam,Product1,US_CA,88,2022-01-05
52,690,Sam,Product1,US_OR,88,2022-01-05
53,4337,David,Product1,US_WA,88,2022-01-05
54,8753,Sam,Product1,US_OR,88,2022-01-05
55,8774,David,Product1,US_NY,88,2022-01-05
56,8599,Sam,Product1,US_OR,88,2022-01-05
57,2476,Sam,Product1,US_CA,88,2022-01-05
58,4395,Raj,Product1,US_CA,88,2022-01-05
59,3874,Nancy,Product1,US_WA,88,2022-01-05
60,860,Sam,Product1,US_OR,88,2022-01-05
61,4417,Sam,Product1,US_CA,88,2022-01-05
62,5463,David,Product1,US_CA,88,2022-01-05
63,2511,David,Product1,US_WA,88,2022-01-05
64,3422,Nancy,Product1,US_NY,88,2022-01-05
65,5476,Raj,Product1,US_OR,88,2022-01-05
66,6410,Paul,Product1,US_NY,88,2022-01-05
67,7041,Paul,Product1,US_OR,88,2022-01-05
68,5069,Nancy,Product1,US_WA,88,2022-01-05
69,1127,Raj,Product1,US_OR,88,2022-01-05
70,588,Nancy,Product1,US_WA,88,2022-01-05
71,1849,David,Product1,US_CA,88,2022-01-05
72,9226,Sam,Product1,US_OR,88,2022-01-05
73,7763,Paul,Product1,US_NY,88,2022-01-05
74,2630,Sam,Product1,US_CA,88,2022-01-05
75,1816,David,Product1,US_WA,88,2022-01-05
76,5356,Sam,Product1,US_NY,88,2022-01-05
77,703,Raj,Product1,US_NY,88,2022-01-05
78,4519,Sam,Product1,US_OR,88,2022-01-05
79,9783,Raj,Product1,US_OR,88,2022-01-05
80,5363,Raj,Product1,US_WA,88,2022-01-05
81,7630,David,Product1,US_CA,88,2022-01-05
82,2573,Raj,Product1,US_OR,88,2022-01-05
83,4825,David,Product1,US_OR,88,2022-01-05
84,2257,David,Product1,US_OR,88,2022-01-05
85,3392,Nancy,Product1,US_NY,88,2022-01-05
86,579,Sam,Product1,US_WA,88,2022-01-05
87,5875,Nancy,Product1,US_WA,88,2022-01-05
88,1364,Nancy,Product1,US_OR,88,2022-01-05
89,1969,Sam,Product1,US_CA,88,2022-01-05
90,7081,Sam,Product1,US_OR,88,2022-01-05
91,318,Nancy,Product1,US_CA,88,2022-01-06
92,2299,Raj,Product1,US_CA,88,2022-01-06
93,9216,Nancy,Product1,US_CA,88,2022-01-06
94,4794,David,Product1,US_WA,88,2022-01-06
95,5439,David,Product1,US_CA,88,2022-01-06
96,4416,Paul,Product1,US_NY,88,2022-01-06
97,6306,Nancy,Product1,US_NY,88,2022-01-06
98,5439,David,Product1,US_NY,88,2022-01-06
99,3210,Paul,Product1,US_NY,88,2022-01-06
100,7677,Paul,Product1,US_WA,88,2022-01-06
101,4114,David,Product1,US_NY,88,2022-01-06
102,7709,Nancy,Product1,US_WA,88,2022-01-06
103,2329,Raj,Product1,US_WA,88,2022-01-06
104,1614,David,Product1,US_OR,88,2022-01-06
105,5732,David,Product1,US_WA,88,2022-01-06
106,3020,Sam,Product1,US_NY,88,2022-01-06
107,1488,Paul,Product1,US_OR,88,2022-01-06
108,6415,Nancy,Product1,US_OR,88,2022-01-06
109,158,Raj,Product1,US_WA,88,2022-01-06
110,6703,David,Product1,US_CA,88,2022-01-06
111,7911,Nancy,Product1,US_OR,88,2022-01-06
112,2499,Raj,Product1,US_CA,88,2022-01-06
113,9449,David,Product1,US_NY,88,2022-01-06
114,3227,David,Product1,US_WA,88,2022-01-06
115,6223,Sam,Product1,US_NY,88,2022-01-06
116,7262,David,Product1,US_WA,88,2022-01-06
117,1773,Raj,Product1,US_NY,88,2022-01-06
118,9992,Raj,Product1,US_WA,88,2022-01-06
119,1811,Raj,Product1,US_NY,88,2022-01-06
120,7530,Raj,Product1,US_WA,88,2022-01-06
121,6761,Sam,Product1,US_NY,88,2022-01-06
122,4866,Nancy,Product1,US_WA,88,2022-01-06
123,4079,Nancy,Product1,US_WA,88,2022-01-06
124,923,David,Product1,US_NY,88,2022-01-06
125,2227,David,Product1,US_NY,88,2022-01-06
126,1225,Nancy,Product1,US_NY,88,2022-01-06
127,1093,Raj,Product1,US_OR,88,2022-01-08
128,3301,Nancy,Product1,US_OR,88,2022-01-08
129,7875,David,Product1,US_NY,88,2022-01-08
130,3000,Nancy,Product1,US_OR,88,2022-01-08
131,5041,David,Product1,US_WA,88,2022-01-08
132,663,Sam,Product1,US_CA,88,2022-01-08
133,3708,Sam,Product1,US_NY,88,2022-01-08
134,8084,Nancy,Product1,US_OR,88,2022-01-08
135,3932,Paul,Product1,US_CA,88,2022-01-08
136,5849,David,Product1,US_WA,88,2022-01-08
137,1490,David,Product1,US_OR,88,2022-01-08
138,5103,Sam,Product1,US_NY,88,2022-01-08
139,6000,Raj,Product1,US_CA,88,2022-01-08
140,4199,Raj,Product1,US_CA,88,2022-01-08
141,8944,David,Product1,US_WA,88,2022-01-08
142,770,David,Product1,US_CA,88,2022-01-08
143,1575,Raj,Product1,US_OR,88,2022-01-08
144,7602,David,Product1,US_NY,88,2022-01-08
145,337,Paul,Product1,US_CA,88,2022-01-08
146,5962,Nancy,Product1,US_CA,88,2022-01-08
147,1375,Nancy,Product1,US_WA,88,2022-01-08
148,6373,Sam,Product1,US_CA,88,2022-01-08
149,8760,Nancy,Product1,US_NY,88,2022-01-08
150,9829,Paul,Product1,US_NY,88,2022-01-08
151,1400,Raj,Product1,US_OR,88,2022-01-08
152,3601,David,Product1,US_WA,88,2022-01-08
153,1088,Nancy,Product1,US_NY,88,2022-01-08
154,8185,David,Product1,US_CA,88,2022-01-08
155,5806,Nancy,Product1,US_OR,88,2022-01-08
156,6310,Sam,Product1,US_NY,88,2022-01-08
157,6568,Sam,Product1,US_OR,88,2022-01-08
158,3471,Sam,Product1,US_OR,88,2022-01-08
159,5678,David,Product1,US_CA,88,2022-01-08
160,8826,Nancy,Product1,US_OR,88,2022-01-08
161,5500,Sam,Product1,US_WA,88,2022-01-08
162,3131,Nancy,Product1,US_OR,88,2022-01-08
163,1385,Raj,Product1,US_CA,88,2022-01-08
164,1976,Raj,Product1,US_NY,88,2022-01-08
165,9629,Raj,Product1,US_WA,88,2022-01-08
166,4321,Paul,Product1,US_WA,88,2022-01-08
167,8647,Raj,Product1,US_NY,88,2022-01-08
168,1958,Paul,Product1,US_WA,88,2022-01-08
169,5243,David,Product1,US_OR,88,2022-01-08
170,3892,Nancy,Product1,US_CA,88,2022-01-08
171,9702,Sam,Product1,US_CA,88,2022-01-08
172,1191,Nancy,Product1,US_WA,88,2022-01-08
173,8556,Raj,Product1,US_NY,88,2022-01-08
174,4090,Sam,Product1,US_OR,88,2022-01-08
175,9102,Sam,Product1,US_WA,88,2022-01-09
176,9278,David,Product1,US_OR,88,2022-01-09
177,9637,Sam,Product1,US_NY,88,2022-01-09
178,3103,Paul,Product1,US_CA,88,2022-01-09
179,9856,Sam,Product1,US_OR,88,2022-01-09
180,4945,Nancy,Product1,US_OR,88,2022-01-09
181,7423,Raj,Product1,US_OR,88,2022-01-09
182,4303,Sam,Product1,US_OR,88,2022-01-09
183,9878,David,Product1,US_OR,88,2022-01-09
184,6635,Sam,Product1,US_CA,88,2022-01-09
185,5537,Raj,Product1,US_WA,88,2022-01-09
186,1020,David,Product1,US_OR,88,2022-01-09
187,1060,Raj,Product1,US_OR,88,2022-01-09
188,4478,Raj,Product1,US_NY,88,2022-01-09
189,4329,Paul,Product1,US_OR,88,2022-01-09
190,5668,David,Product1,US_WA,88,2022-01-09
191,1333,David,Product1,US_NY,88,2022-01-09
192,4784,Nancy,Product1,US_CA,88,2022-01-09
193,6436,David,Product1,US_NY,88,2022-01-09
194,3729,Nancy,Product1,US_OR,88,2022-01-09
195,2384,David,Product1,US_OR,88,2022-01-09
196,4509,David,Product1,US_CA,88,2022-01-09
197,2395,Nancy,Product1,US_NY,88,2022-01-09
198,8396,Nancy,Product1,US_NY,88,2022-01-09
199,5731,Raj,Product1,US_CA,88,2022-01-09
200,9192,Sam,Product1,US_OR,88,2022-01-09
201,1314,Paul,Product1,US_WA,88,2022-01-09
202,8787,Nancy,Product1,US_OR,88,2022-01-09
203,4910,Paul,Product1,US_NY,88,2022-01-09
204,4838,David,Product1,US_WA,88,2022-01-09
205,5651,David,Product1,US_WA,88,2022-01-09
206,9922,David,Product1,US_CA,88,2022-01-09
207,1395,Paul,Product1,US_NY,88,2022-01-09
208,3191,Nancy,Product1,US_OR,88,2022-01-09
209,2972,Nancy,Product1,US_WA,88,2022-01-09
210,3590,David,Product1,US_CA,88,2022-01-10
211,3630,David,Product1,US_NY,88,2022-01-10
212,587,Paul,Product1,US_CA,88,2022-01-10
213,2260,Raj,Product1,US_OR,88,2022-01-10
214,6382,Paul,Product1,US_OR,88,2022-01-10
215,608,Nancy,Product1,US_WA,88,2022-01-10
216,4436,David,Product1,US_OR,88,2022-01-10
217,1081,Raj,Product1,US_NY,88,2022-01-10
218,1353,Nancy,Product1,US_OR,88,2022-01-10
219,5998,Raj,Product1,US_WA,88,2022-01-12
220,6217,Nancy,Product1,US_CA,88,2022-01-12
221,2425,Nancy,Product1,US_CA,88,2022-01-12
222,6951,David,Product1,US_NY,88,2022-01-12
223,7708,David,Product1,US_NY,88,2022-01-12
224,6307,Sam,Product1,US_NY,88,2022-01-12
225,1839,Raj,Product1,US_CA,88,2022-01-12
226,7006,Raj,Product1,US_OR,88,2022-01-12
227,7135,Sam,Product1,US_OR,88,2022-01-12
228,7557,Sam,Product1,US_OR,88,2022-01-12
229,275,David,Product1,US_CA,88,2022-01-12
230,8449,Sam,Product1,US_WA,88,2022-01-12
231,2174,Sam,Product1,US_OR,88,2022-01-12
232,9131,Nancy,Product1,US_WA,88,2022-01-13
233,997,Nancy,Product1,US_CA,88,2022-01-13
234,2310,Sam,Product1,US_OR,88,2022-01-13
235,873,David,Product1,US_WA,88,2022-01-13
236,1236,Nancy,Product1,US_OR,88,2022-01-13
237,6741,Sam,Product1,US_OR,88,2022-01-13
238,3996,Sam,Product1,US_NY,88,2022-01-13
239,264,Paul,Product1,US_NY,88,2022-01-13
240,1354,Sam,Product1,US_WA,88,2022-01-13
241,9911,David,Product1,US_CA,88,2022-01-13
242,9930,Paul,Product1,US_CA,88,2022-01-13
243,4541,Sam,Product1,US_NY,88,2022-01-13
244,9075,Paul,Product1,US_CA,88,2022-01-13
245,5439,Paul,Product1,US_NY,88,2022-01-13
246,3176,Sam,Product1,US_WA,88,2022-01-13
247,5976,David,Product1,US_NY,88,2022-01-15
248,5479,Paul,Product1,US_OR,88,2022-01-15
249,409,Paul,Product1,US_NY,88,2022-01-15
250,2493,Sam,Product1,US_NY,88,2022-01-15
251,588,Nancy,Product1,US_CA,88,2022-01-15
252,1891,Sam,Product1,US_NY,88,2022-01-15
253,750,Paul,Product1,US_OR,88,2022-01-15
254,3618,Paul,Product1,US_WA,88,2022-01-15
255,140,Paul,Product1,US_OR,88,2022-01-15
256,6771,Nancy,Product1,US_CA,88,2022-01-15
257,2967,Paul,Product1,US_NY,88,2022-01-15
258,9699,Nancy,Product1,US_CA,88,2022-01-15
259,1295,Paul,Product1,US_OR,88,2022-01-15
260,8097,Paul,Product1,US_WA,88,2022-01-15
261,8518,Nancy,Product1,US_NY,88,2022-01-15
262,5974,David,Product1,US_OR,88,2022-01-15
263,5161,Sam,Product1,US_OR,88,2022-01-15
264,2769,Paul,Product1,US_OR,88,2022-01-15
265,3057,Sam,Product1,US_NY,88,2022-01-15
266,5972,Sam,Product1,US_WA,88,2022-01-15
267,1577,David,Product1,US_CA,88,2022-01-15
268,2710,David,Product1,US_NY,88,2022-01-15
269,9445,David,Product1,US_NY,88,2022-01-15
270,8269,Raj,Product1,US_WA,88,2022-01-15
271,5836,Paul,Product1,US_CA,88,2022-01-15
272,2988,David,Product1,US_OR,88,2022-01-15
273,2890,Nancy,Product1,US_OR,88,2022-01-15
274,9908,Nancy,Product1,US_WA,88,2022-01-15
275,1963,Nancy,Product1,US_CA,88,2022-01-15
276,5549,Sam,Product1,US_WA,88,2022-01-15
277,6922,Nancy,Product1,US_NY,88,2022-01-15
278,3994,Sam,Product1,US_OR,88,2022-01-15
279,1677,Sam,Product1,US_NY,88,2022-01-15
280,4956,Nancy,Product1,US_CA,88,2022-01-15
281,658,Nancy,Product1,US_WA,88,2022-01-15
282,5748,Nancy,Product1,US_NY,88,2022-01-15
283,2436,Sam,Product1,US_CA,88,2022-01-15
284,1177,David,Product1,US_NY,88,2022-01-15
285,8538,Paul,Product1,US_WA,88,2022-01-15
286,6631,Nancy,Product1,US_CA,88,2022-01-15
287,1862,Raj,Product1,US_OR,88,2022-01-15
288,9809,Raj,Product1,US_CA,88,2022-01-15
289,4521,David,Product1,US_NY,88,2022-01-15
290,8644,David,Product1,US_WA,88,2022-01-15
291,6109,Sam,Product1,US_OR,88,2022-01-15
292,6772,Paul,Product1,US_NY,88,2022-01-15
293,9680,Sam,Product1,US_NY,88,2022-01-15
294,9525,David,Product1,US_NY,88,2022-01-15
295,3018,Paul,Product1,US_WA,88,2022-01-15
296,3914,Raj,Product1,US_NY,88,2022-01-15
297,3219,Raj,Product1,US_NY,88,2022-01-15
298,9219,Sam,Product1,US_OR,88,2022-01-15
299,3983,Raj,Product1,US_NY,88,2022-01-15
300,9271,Paul,Product1,US_WA,88,2022-01-15
301,9346,Sam,Product1,US_NY,88,2022-01-15
302,4832,Sam,Product1,US_OR,88,2022-01-15
303,7143,Nancy,Product1,US_OR,88,2022-01-15
304,2696,Sam,Product1,US_CA,88,2022-01-15
305,1151,Nancy,Product1,US_WA,88,2022-01-15
306,1691,Sam,Product1,US_WA,88,2022-01-15
307,5849,Nancy,Product1,US_NY,88,2022-01-15
308,2111,Sam,Product1,US_CA,88,2022-01-15
309,1081,Raj,Product1,US_CA,88,2022-01-15
310,4246,Paul,Product1,US_OR,88,2022-01-15
311,8669,Paul,Product1,US_WA,88,2022-01-15
312,8973,Paul,Product1,US_NY,88,2022-01-15
313,4269,Nancy,Product1,US_OR,88,2022-01-15
314,2183,Sam,Product1,US_WA,88,2022-01-16
315,7322,David,Product1,US_WA,88,2022-01-16
316,3925,Raj,Product1,US_WA,88,2022-01-16
317,9463,Paul,Product1,US_OR,88,2022-01-16
318,8814,Paul,Product1,US_WA,88,2022-01-16
319,2086,David,Product1,US_OR,88,2022-01-16
320,9583,Raj,Product1,US_OR,88,2022-01-16
321,4001,Paul,Product1,US_NY,88,2022-01-16
322,4633,Raj,Product1,US_NY,88,2022-01-16
323,9933,Sam,Product1,US_WA,88,2022-01-16
324,5856,Nancy,Product1,US_CA,88,2022-01-16
325,4996,Raj,Product1,US_CA,88,2022-01-16
326,9020,Paul,Product1,US_WA,88,2022-01-16
327,7438,Paul,Product1,US_NY,88,2022-01-16
328,4335,Raj,Product1,US_NY,88,2022-01-16
329,2556,Nancy,Product1,US_OR,88,2022-01-16
330,8200,David,Product1,US_NY,88,2022-01-16
331,6600,David,Product1,US_WA,88,2022-01-16
332,8495,Nancy,Product1,US_NY,88,2022-01-16
333,7652,Nancy,Product1,US_CA,88,2022-01-16
334,1096,David,Product1,US_CA,88,2022-01-16
335,1132,Paul,Product1,US_WA,88,2022-01-16
336,1150,Sam,Product1,US_CA,88,2022-01-16
337,4430,Raj,Product1,US_NY,88,2022-01-16
338,9510,Sam,Product1,US_CA,88,2022-01-16
339,549,Nancy,Product1,US_NY,88,2022-01-16
340,4291,David,Product1,US_NY,88,2022-01-16
341,3682,Raj,Product1,US_CA,88,2022-01-16
342,9513,Paul,Product1,US_WA,88,2022-01-16
343,4730,Nancy,Product1,US_OR,88,2022-01-16
344,558,Sam,Product1,US_NY,88,2022-01-16
345,6171,Sam,Product1,US_OR,88,2022-01-16
346,9459,David,Product1,US_WA,88,2022-01-16
347,6126,Raj,Product1,US_WA,88,2022-01-16
348,9964,David,Product1,US_OR,88,2022-01-16
349,7354,Raj,Product1,US_NY,88,2022-01-16
350,4373,Nancy,Product1,US_CA,88,2022-01-16
351,5875,Sam,Product1,US_CA,88,2022-01-16
352,4221,Nancy,Product1,US_CA,88,2022-01-16
353,4025,Raj,Product1,US_NY,88,2022-01-16
354,3477,Nancy,Product1,US_CA,88,2022-01-16
355,4914,Nancy,Product1,US_WA,88,2022-01-16
356,9990,David,Product1,US_NY,88,2022-01-16
357,4351,David,Product1,US_WA,88,2022-01-16
358,7754,Nancy,Product1,US_NY,88,2022-01-16
359,4989,David,Product1,US_CA,88,2022-01-16
360,8098,Raj,Product1,US_OR,88,2022-01-16
361,8011,Paul,Product1,US_WA,88,2022-01-16
362,1277,Raj,Product1,US_OR,88,2022-01-16
363,5801,Nancy,Product1,US_WA,88,2022-01-16
364,1349,David,Product1,US_WA,88,2022-01-16
365,2625,Paul,Product1,US_CA,88,2022-01-16
366,9407,Nancy,Product1,US_CA,88,2022-01-16
367,4553,Sam,Product1,US_NY,88,2022-01-16
368,419,David,Product1,US_CA,88,2022-01-16
369,9303,Sam,Product1,US_WA,88,2022-01-16
370,7154,Sam,Product1,US_OR,88,2022-01-16
371,8333,Paul,Product1,US_WA,88,2022-01-16
372,7012,Nancy,Product1,US_WA,88,2022-01-16
373,4548,David,Product1,US_NY,88,2022-01-16
374,1965,Sam,Product1,US_OR,88,2022-01-16
375,1812,David,Product1,US_NY,88,2022-01-16
376,8252,Nancy,Product1,US_OR,88,2022-01-17
377,9024,Nancy,Product1,US_CA,88,2022-01-17
378,7694,David,Product1,US_NY,88,2022-01-17
379,5788,Paul,Product1,US_OR,88,2022-01-17
380,2533,Sam,Product1,US_NY,88,2022-01-17
381,5656,Sam,Product1,US_WA,88,2022-01-17
382,2957,Raj,Product1,US_CA,88,2022-01-17
383,6568,Sam,Product1,US_WA,88,2022-01-17
384,1621,Paul,Product1,US_NY,88,2022-01-17
385,1487,Raj,Product1,US_WA,88,2022-01-17
386,9565,Paul,Product1,US_OR,88,2022-01-17
387,6559,Sam,Product1,US_NY,88,2022-01-17
388,7433,Raj,Product1,US_CA,88,2022-01-17
389,9818,Sam,Product1,US_OR,88,2022-01-17
390,4639,David,Product1,US_CA,88,2022-01-17
391,1780,Paul,Product1,US_NY,88,2022-01-17
392,7402,Raj,Product1,US_CA,88,2022-01-17
393,4316,David,Product1,US_WA,88,2022-01-17
394,5587,Paul,Product1,US_OR,88,2022-01-17
395,7873,Paul,Product1,US_NY,88,2022-01-17
396,8165,Sam,Product1,US_OR,88,2022-01-17
397,721,Paul,Product1,US_CA,88,2022-01-17
398,3971,Raj,Product1,US_OR,88,2022-01-17
399,840,Sam,Product1,US_OR,88,2022-01-17
400,4829,David,Product1,US_WA,88,2022-01-17
401,5056,Paul,Product1,US_CA,88,2022-01-17
402,9313,David,Product1,US_OR,88,2022-01-17
403,5052,Nancy,Product1,US_OR,88,2022-01-17
404,1675,Raj,Product1,US_CA,88,2022-01-17
405,2777,David,Product1,US_NY,88,2022-01-17
406,33,Sam,Product1,US_NY,88,2022-01-17
407,7067,David,Product1,US_WA,88,2022-01-17
408,683,Nancy,Product1,US_NY,88,2022-01-17
409,5006,Nancy,Product1,US_CA,88,2022-01-17
410,8246,Sam,Product1,US_OR,88,2022-01-17
411,6593,Nancy,Product1,US_NY,88,2022-01-17
412,8533,Paul,Product1,US_CA,88,2022-01-17
413,2257,Sam,Product1,US_CA,88,2022-01-17
414,9122,David,Product1,US_CA,88,2022-01-17
415,9749,David,Product1,US_WA,88,2022-01-18
416,7709,Nancy,Product1,US_CA,88,2022-01-18
417,7708,Raj,Product1,US_NY,88,2022-01-18
418,979,Nancy,Product1,US_NY,88,2022-01-18
419,2608,Raj,Product1,US_WA,88,2022-01-18
420,6394,Nancy,Product1,US_CA,88,2022-01-18
421,4888,Nancy,Product1,US_OR,88,2022-01-18
422,76,Paul,Product1,US_NY,88,2022-01-18
423,7726,Nancy,Product1,US_CA,88,2022-01-18
424,6613,Raj,Product1,US_CA,88,2022-01-18
425,6175,Nancy,Product1,US_NY,88,2022-01-18
426,2382,Raj,Product1,US_NY,88,2022-01-18
427,1554,David,Product1,US_OR,88,2022-01-18
428,6567,Nancy,Product1,US_NY,88,2022-01-18
429,7342,Nancy,Product1,US_NY,88,2022-01-18
430,9206,Sam,Product1,US_WA,88,2022-01-18
431,3945,David,Product1,US_CA,88,2022-01-18
432,3504,Raj,Product1,US_CA,88,2022-01-18
433,168,David,Product1,US_NY,88,2022-01-18
434,1106,David,Product1,US_CA,88,2022-01-18
435,3532,Nancy,Product1,US_NY,88,2022-01-18
436,6568,Sam,Product1,US_OR,88,2022-01-18
437,949,Sam,Product1,US_WA,88,2022-01-18
438,8011,Nancy,Product1,US_NY,88,2022-01-18
439,1473,Raj,Product1,US_NY,88,2022-01-18
440,7554,Nancy,Product1,US_NY,88,2022-01-18
441,1168,Nancy,Product1,US_CA,88,2022-01-18
442,3924,Raj,Product1,US_NY,88,2022-01-18
443,2454,Nancy,Product1,US_CA,88,2022-01-18
444,7612,Paul,Product1,US_CA,88,2022-01-18
445,8749,Raj,Product1,US_OR,88,2022-01-18
446,9803,Paul,Product1,US_OR,88,2022-01-18
447,6837,David,Product1,US_CA,88,2022-01-18
448,7899,Nancy,Product1,US_NY,88,2022-01-18
449,2308,Raj,Product1,US_WA,88,2022-01-18
450,2523,Raj,Product1,US_WA,88,2022-01-18
451,296,Raj,Product1,US_WA,88,2022-01-18
452,9151,Sam,Product1,US_OR,88,2022-01-18
453,9986,David,Product1,US_WA,88,2022-01-18
454,4090,David,Product1,US_OR,88,2022-01-18
455,9130,Nancy,Product1,US_CA,88,2022-01-18
456,26,Nancy,Product1,US_NY,88,2022-01-18
457,2439,Raj,Product1,US_OR,88,2022-01-18
458,9906,David,Product1,US_CA,88,2022-01-18
459,8058,Nancy,Product1,US_NY,88,2022-01-18
460,5572,Paul,Product1,US_NY,88,2022-01-18
461,9660,Paul,Product1,US_WA,88,2022-01-18
462,8793,Nancy,Product1,US_WA,88,2022-01-18
463,4621,Paul,Product1,US_OR,88,2022-01-18
464,4602,Raj,Product1,US_NY,88,2022-01-18
465,5915,Nancy,Product1,US_OR,88,2022-01-18
466,8047,Sam,Product1,US_NY,88,2022-01-18
467,1365,Nancy,Product1,US_CA,88,2022-01-18
468,9558,David,Product1,US_CA,88,2022-01-18
469,7435,Paul,Product1,US_OR,88,2022-01-18
470,5563,Raj,Product1,US_WA,88,2022-01-18
471,4356,Sam,Product1,US_CA,88,2022-01-18
472,3993,Paul,Product1,US_WA,88,2022-01-18
473,2926,Raj,Product1,US_OR,88,2022-01-18
474,3571,David,Product1,US_NY,88,2022-01-18
475,7934,Nancy,Product1,US_CA,88,2022-01-18
476,7505,Paul,Product1,US_OR,88,2022-01-18
477,5674,David,Product1,US_OR,88,2022-01-18
478,6150,Nancy,Product1,US_CA,88,2022-01-18
479,2445,Sam,Product1,US_WA,88,2022-01-18
480,8773,Sam,Product1,US_OR,88,2022-01-18
481,803,Sam,Product1,US_NY,88,2022-01-18
482,1329,Sam,Product1,US_NY,88,2022-01-18
483,6429,Sam,Product1,US_WA,88,2022-01-18
484,4952,Nancy,Product1,US_WA,88,2022-01-18
485,6827,David,Product1,US_OR,88,2022-01-18
486,3024,Raj,Product1,US_OR,88,2022-01-18
487,7237,Nancy,Product1,US_OR,88,2022-01-18
488,9025,Paul,Product1,US_CA,88,2022-01-18
489,3509,Paul,Product1,US_CA,88,2022-01-18
490,9449,David,Product1,US_NY,88,2022-01-18
491,5800,David,Product1,US_NY,88,2022-01-18
492,3308,Sam,Product1,US_CA,88,2022-01-18
493,5437,Paul,Product1,US_OR,88,2022-01-18
494,142,David,Product1,US_WA,88,2022-01-18
495,2744,Raj,Product1,US_WA,88,2022-01-18
496,7601,Raj,Product1,US_CA,88,2022-01-18
497,527,Paul,Product1,US_OR,88,2022-01-18
498,8562,David,Product1,US_WA,88,2022-01-18
499,3160,Raj,Product1,US_OR,88,2022-01-18
500,7255,Sam,Product1,US_WA,88,2022-01-18
501,6333,Sam,Product1,US_OR,88,2022-01-18
502,911,Paul,Product1,US_CA,88,2022-01-18
503,6692,Nancy,Product1,US_CA,88,2022-01-18
504,4841,Sam,Product1,US_OR,88,2022-01-18
505,403,Nancy,Product1,US_NY,88,2022-01-18
506,8491,David,Product1,US_OR,88,2022-01-18
507,3860,Sam,Product1,US_OR,88,2022-01-18
508,194,David,Product1,US_CA,88,2022-01-19
509,5236,David,Product1,US_OR,88,2022-01-19
510,2846,David,Product1,US_CA,88,2022-01-19
511,5027,Nancy,Product1,US_WA,88,2022-01-19
512,4630,Sam,Product1,US_CA,88,2022-01-19
513,2060,Nancy,Product1,US_WA,88,2022-01-19
514,1954,Sam,Product1,US_CA,88,2022-01-19
515,8816,David,Product1,US_OR,88,2022-01-21
516,5413,Raj,Product1,US_WA,88,2022-01-21
517,6682,Raj,Product1,US_NY,88,2022-01-21
518,9810,Nancy,Product1,US_WA,88,2022-01-21
519,5293,Paul,Product1,US_NY,88,2022-01-21
520,3534,Raj,Product1,US_CA,88,2022-01-21
521,1936,Paul,Product1,US_CA,88,2022-01-21
